ID de transação,É novo usuário?,Parceiro,Data da transação,Valor da compra,Comissão da compra,Cashback da compra
112471,TRUE,B,2025-08-21,421.94,42.19,21.1
132045,FALSE,C,2025-09-02,207.1,20.71,10.36
122795,FALSE,B,2025-08-28,209.25,20.92,10.46
118657,TRUE,A,2025-08-19,428.92,42.89,21.45
148133,FALSE,C,2025-09-29,244.63,24.46,12.23
123713,TRUE,C,2025-09-03,343.43,34.34,17.17
105132,FALSE,C,2025-08-12,219.1,21.91,10.96
121983,FALSE,B,2025-08-25,183.99,18.4,9.2
105876,FALSE,B,2025-08-29,166.96,16.7,8.35
119842,TRUE,B,2025-09-11,380.12,38.01,19.01
109081,TRUE,B,2025-08-27,361.66,36.17,18.08
124347,FALSE,C,2025-08-02,255.46,25.55,12.77
111047,FALSE,B,2025-09-12,216.15,21.62,10.81
125152,TRUE,C,2025-09-10,383.9,38.39,19.2
107390,TRUE,B,2025-09-05,418.88,41.89,20.94
107804,FALSE,C,2025-09-05,199.81,19.98,9.99
110354,FALSE,B,2025-08-21,183.92,18.39,9.2
122577,FALSE,C,2025-08-15,167.46,16.75,8.37
149584,FALSE,C,2025-09-23,221.93,22.19,11.1
141535,TRUE,C,2025-09-27,384.38,38.44,19.22
127267,FALSE,C,2025-08-30,163.49,16.35,8.17
138641,FALSE,C,2025-09-29,219.58,21.96,10.98
128250,TRUE,B,2025-08-14,374.56,37.46,18.73
128148,TRUE,C,2025-09-09,369.78,36.98,18.49
141286,FALSE,A,2025-09-16,199.24,19.92,9.96
121328,FALSE,C,2025-08-02,148.58,14.86,7.43
135806,FALSE,B,2025-08-23,207.56,20.76,10.38
140694,FALSE,B,2025-09-20,228.27,22.83,11.41
142807,FALSE,C,2025-09-23,174.14,17.41,8.71
113699,TRUE,B,2025-08-25,393.84,39.38,19.69
135537,FALSE,B,2025-09-10,227.79,22.78,11.39
112224,FALSE,C,2025-08-26,239.98,24,12
111723,FALSE,A,2025-08-05,177.22,17.72,8.86
123596,TRUE,A,2025-08-16,293.42,29.34,14.67
140714,FALSE,A,2025-09-17,194.93,19.49,9.75
114642,FALSE,B,2025-08-28,246.71,24.67,12.34
116371,FALSE,A,2025-09-13,222.93,22.29,11.15
114470,FALSE,B,2025-09-08,252.63,25.26,12.63
124555,FALSE,B,2025-08-13,220.3,22.03,11.02
133559,FALSE,A,2025-09-14,197.33,19.73,9.87
134154,FALSE,A,2025-08-07,174.82,17.48,8.74
127945,FALSE,C,2025-08-27,179.43,17.94,8.97
135335,FALSE,A,2025-08-18,213.59,21.36,10.68
135175,FALSE,B,2025-08-29,200.72,20.07,10.04
139372,FALSE,A,2025-09-27,225.67,22.57,11.28
118436,FALSE,B,2025-09-05,143.03,14.3,7.15
100697,TRUE,A,2025-08-05,379.3,37.93,18.96
128120,FALSE,A,2025-08-13,178.7,17.87,8.94
133651,FALSE,C,2025-08-02,230.44,23.04,11.52
100226,FALSE,A,2025-08-31,218.87,21.89,10.94
126200,TRUE,C,2025-08-06,525.55,52.56,26.28
118564,TRUE,A,2025-08-21,330.81,33.08,16.54
117811,FALSE,B,2025-08-20,171.83,17.18,8.59
101728,FALSE,A,2025-08-23,219.17,21.92,10.96
143724,FALSE,C,2025-09-25,200.81,20.08,10.04
102108,TRUE,C,2025-08-11,469.42,46.94,23.47
138699,FALSE,B,2025-09-24,181.2,18.12,9.06
141062,FALSE,B,2025-09-24,195.72,19.57,9.79
147780,FALSE,A,2025-09-23,177.44,17.74,8.87
116740,FALSE,C,2025-09-09,149.3,14.93,7.47
109406,FALSE,A,2025-08-06,197.72,19.77,9.89
131641,FALSE,C,2025-09-01,193.89,19.39,9.69
146730,FALSE,B,2025-09-15,199.88,19.99,9.99
149133,FALSE,C,2025-09-15,163.6,16.36,8.18
100585,FALSE,C,2025-08-09,202.52,20.25,10.13
133905,TRUE,B,2025-09-14,483.57,48.36,24.18
130250,FALSE,A,2025-08-23,177.62,17.76,8.88
103567,FALSE,B,2025-08-15,159.72,15.97,7.99
130335,TRUE,B,2025-08-09,308.72,30.87,15.44
116357,FALSE,A,2025-08-23,261.27,26.13,13.06
137461,TRUE,C,2025-08-15,380.07,38.01,19
148160,FALSE,B,2025-09-28,162.52,16.25,8.13
125956,TRUE,A,2025-08-26,426.01,42.6,21.3
140114,FALSE,A,2025-09-30,159.61,15.96,7.98
102144,TRUE,B,2025-09-10,522.91,52.29,26.15
119862,FALSE,C,2025-08-13,194.35,19.44,9.72
106012,TRUE,A,2025-08-10,431.1,43.11,21.56
128194,FALSE,C,2025-08-12,226.14,22.61,11.31
100032,FALSE,B,2025-09-07,224.55,22.46,11.23
101878,TRUE,C,2025-08-31,417.53,41.75,20.88
149675,FALSE,A,2025-09-25,191.53,19.15,9.58
119086,FALSE,C,2025-08-20,202.48,20.25,10.12
129522,TRUE,A,2025-09-13,408.41,40.84,20.42
128952,FALSE,C,2025-08-07,190.63,19.06,9.53
101832,FALSE,C,2025-09-08,142.42,14.24,7.12
147980,FALSE,B,2025-09-21,229.95,23,11.5
142672,FALSE,C,2025-09-15,218.16,21.82,10.91
129725,TRUE,C,2025-09-03,385.4,38.54,19.27
146048,FALSE,B,2025-09-25,238.58,23.86,11.93
131566,TRUE,C,2025-09-01,388.43,38.84,19.42
131052,FALSE,C,2025-08-23,175.56,17.56,8.78
109905,FALSE,B,2025-08-17,195.88,19.59,9.79
116081,FALSE,C,2025-08-12,185.96,18.6,9.3
124539,FALSE,B,2025-08-26,171.66,17.17,8.58
149873,FALSE,B,2025-09-22,201.53,20.15,10.08
131788,FALSE,A,2025-08-31,215.64,21.56,10.78
127134,FALSE,A,2025-08-22,229.78,22.98,11.49
143717,FALSE,A,2025-09-17,228.43,22.84,11.42
147729,FALSE,A,2025-09-17,205.54,20.55,10.28
105518,TRUE,B,2025-08-10,409.3,40.93,20.47
114812,TRUE,A,2025-08-19,300.6,30.06,15.03
132622,FALSE,A,2025-08-07,186.9,18.69,9.35
108960,TRUE,B,2025-09-05,413.68,41.37,20.68
124651,FALSE,C,2025-08-29,206.69,20.67,10.33
130106,FALSE,B,2025-08-13,178.71,17.87,8.94
107340,FALSE,C,2025-08-31,222.72,22.27,11.14
105382,TRUE,A,2025-09-09,378.79,37.88,18.94
111341,FALSE,C,2025-08-01,228.69,22.87,11.43
110811,TRUE,B,2025-09-05,469.61,46.96,23.48
112231,FALSE,B,2025-08-25,193.64,19.36,9.68
103464,FALSE,C,2025-09-02,146.63,14.66,7.33
142207,FALSE,B,2025-09-19,245.76,24.58,12.29
139912,FALSE,A,2025-09-27,187.37,18.74,9.37
106424,FALSE,C,2025-08-19,204.59,20.46,10.23
149788,FALSE,A,2025-09-25,191.57,19.16,9.58
135442,FALSE,B,2025-09-10,186.59,18.66,9.33
125442,TRUE,A,2025-08-29,469.93,46.99,23.5
105608,FALSE,B,2025-08-08,217.87,21.79,10.89
149892,FALSE,C,2025-09-22,172.48,17.25,8.62
145493,FALSE,C,2025-09-29,187.51,18.75,9.38
139108,FALSE,B,2025-09-26,176.36,17.64,8.82
135085,FALSE,A,2025-08-30,206.45,20.64,10.32
127276,TRUE,B,2025-08-17,381.41,38.14,19.07
148954,FALSE,C,2025-09-28,184.74,18.47,9.24
124461,FALSE,C,2025-08-19,195.54,19.55,9.78
132949,TRUE,C,2025-09-14,392.59,39.26,19.63
137799,FALSE,C,2025-09-19,178.09,17.81,8.9
121134,FALSE,B,2025-08-25,225.56,22.56,11.28
138129,FALSE,B,2025-09-28,178.07,17.81,8.9
127015,FALSE,C,2025-08-19,197.33,19.73,9.87
132696,TRUE,A,2025-08-04,444.57,44.46,22.23
142260,FALSE,B,2025-09-18,229.15,22.92,11.46
149222,FALSE,B,2025-09-24,203.62,20.36,10.18
131701,FALSE,B,2025-09-03,235.61,23.56,11.78
118575,TRUE,C,2025-08-29,441.16,44.12,22.06
138214,FALSE,A,2025-09-17,198.98,19.9,9.95
115229,FALSE,B,2025-08-03,226.45,22.64,11.32
129334,FALSE,B,2025-08-14,184.74,18.47,9.24
122672,FALSE,C,2025-08-27,224.25,22.42,11.21
130290,TRUE,B,2025-08-02,348.87,34.89,17.44
138160,FALSE,A,2025-09-23,169.93,16.99,8.5
107118,FALSE,C,2025-08-22,230.87,23.09,11.54
120090,FALSE,B,2025-09-02,186.78,18.68,9.34
110335,TRUE,C,2025-09-06,341.99,34.2,17.1
137409,TRUE,A,2025-08-31,350.81,35.08,17.54
118631,TRUE,B,2025-08-29,410.79,41.08,20.54
119079,FALSE,B,2025-09-07,156.99,15.7,7.85
147812,FALSE,C,2025-09-26,186.3,18.63,9.32
149138,FALSE,B,2025-09-15,166.53,16.65,8.33
111695,FALSE,B,2025-08-12,207.24,20.72,10.36
112776,FALSE,A,2025-08-19,172.49,17.25,8.62
133195,FALSE,B,2025-08-03,194.11,19.41,9.71
142616,FALSE,A,2025-09-26,154.83,15.48,7.74
147319,FALSE,C,2025-09-25,260.67,26.07,13.03
106569,FALSE,C,2025-08-27,184.39,18.44,9.22
136645,FALSE,C,2025-08-31,204.59,20.46,10.23
128876,TRUE,A,2025-08-11,382.37,38.24,19.12
120664,TRUE,C,2025-09-02,360.89,36.09,18.04
106265,FALSE,A,2025-08-02,214.56,21.46,10.73
107534,FALSE,C,2025-09-03,218.55,21.86,10.93
101368,TRUE,C,2025-08-02,500.18,50.02,25.01
114437,FALSE,A,2025-08-05,180.37,18.04,9.02
133318,FALSE,C,2025-08-31,219.71,21.97,10.99
138302,FALSE,A,2025-09-23,211.5,21.15,10.58
126737,TRUE,B,2025-08-22,308.16,30.82,15.41
119162,FALSE,C,2025-09-07,227.91,22.79,11.4
140625,TRUE,A,2025-09-18,406.09,40.61,20.3
147816,FALSE,B,2025-09-29,189.92,18.99,9.5
117023,FALSE,B,2025-09-09,196.23,19.62,9.81
102089,FALSE,A,2025-08-20,203.71,20.37,10.19
111130,FALSE,B,2025-08-25,218.72,21.87,10.94
143248,FALSE,B,2025-09-18,252.46,25.25,12.62
134908,FALSE,C,2025-08-15,221.13,22.11,11.06
112493,FALSE,B,2025-09-05,221.24,22.12,11.06
147436,FALSE,B,2025-09-25,202.15,20.22,10.11
118655,FALSE,C,2025-08-23,185.59,18.56,9.28
138547,TRUE,A,2025-09-29,453.51,45.35,22.68
140586,FALSE,B,2025-09-30,199.21,19.92,9.96
132676,FALSE,C,2025-08-01,190.85,19.08,9.54
148202,FALSE,C,2025-09-27,200.79,20.08,10.04
126661,FALSE,C,2025-08-10,228.02,22.8,11.4
130273,TRUE,C,2025-08-29,359.37,35.94,17.97
122190,TRUE,A,2025-09-08,363.14,36.31,18.16
145027,FALSE,C,2025-09-19,197.4,19.74,9.87
100605,FALSE,B,2025-08-30,170.19,17.02,8.51
120197,FALSE,B,2025-09-09,217.58,21.76,10.88
148707,FALSE,A,2025-09-15,212.85,21.28,10.64
144969,FALSE,A,2025-09-29,232.78,23.28,11.64
113417,FALSE,B,2025-09-02,204.14,20.41,10.21
129208,FALSE,B,2025-08-30,200.24,20.02,10.01
122388,FALSE,B,2025-09-06,188.69,18.87,9.43
149448,FALSE,A,2025-09-28,188.11,18.81,9.41
101863,TRUE,B,2025-09-05,237.28,23.73,11.86
134415,FALSE,C,2025-08-18,189.15,18.92,9.46
113094,FALSE,A,2025-08-08,201.44,20.14,10.07
113698,FALSE,A,2025-08-21,153.29,15.33,7.66
118879,TRUE,C,2025-08-08,420.55,42.06,21.03
120741,FALSE,A,2025-09-04,159.88,15.99,7.99
103657,FALSE,C,2025-09-02,146.89,14.69,7.34
149663,FALSE,C,2025-09-19,204.08,20.41,10.2
107311,FALSE,B,2025-08-20,180.32,18.03,9.02
120949,FALSE,A,2025-08-02,221.09,22.11,11.05
134181,FALSE,B,2025-08-02,241.99,24.2,12.1
130140,FALSE,C,2025-08-25,190.59,19.06,9.53
102277,TRUE,B,2025-09-11,316.42,31.64,15.82
128728,TRUE,B,2025-09-08,360.62,36.06,18.03
101793,TRUE,A,2025-09-05,316.6,31.66,15.83
115732,FALSE,A,2025-08-06,185.34,18.53,9.27
139298,FALSE,A,2025-09-23,185.55,18.56,9.28
120541,TRUE,A,2025-08-26,330.07,33.01,16.5
110205,TRUE,B,2025-09-06,330.74,33.07,16.54
145030,FALSE,C,2025-09-20,214.01,21.4,10.7
107552,FALSE,B,2025-08-21,202.44,20.24,10.12
122970,FALSE,B,2025-09-01,226.3,22.63,11.32
134238,FALSE,B,2025-08-25,214.49,21.45,10.72
144204,FALSE,C,2025-09-23,247.98,24.8,12.4
141510,FALSE,A,2025-09-20,220.29,22.03,11.01
101892,TRUE,C,2025-09-10,352.97,35.3,17.65
126625,FALSE,C,2025-08-20,227.98,22.8,11.4
123332,FALSE,A,2025-08-21,189.01,18.9,9.45
101556,FALSE,C,2025-08-01,167.11,16.71,8.36
118818,FALSE,A,2025-08-26,191.47,19.15,9.57
116198,TRUE,B,2025-09-12,427.77,42.78,21.39
117978,FALSE,B,2025-09-12,185.53,18.55,9.28
117013,TRUE,C,2025-09-11,360.53,36.05,18.03
111091,FALSE,B,2025-08-27,195.99,19.6,9.8
149831,FALSE,B,2025-09-21,176.86,17.69,8.84
109552,TRUE,B,2025-08-07,451.48,45.15,22.57
135723,FALSE,C,2025-08-25,163.98,16.4,8.2
100315,FALSE,C,2025-09-07,126.18,12.62,6.31
104123,TRUE,C,2025-08-29,393.04,39.3,19.65
112634,FALSE,C,2025-08-04,198.39,19.84,9.92
129843,TRUE,C,2025-08-18,472.28,47.23,23.61
129762,FALSE,B,2025-08-27,208.78,20.88,10.44
123032,FALSE,C,2025-08-19,213.77,21.38,10.69
120885,TRUE,C,2025-08-11,324.69,32.47,16.23
117716,FALSE,C,2025-08-22,164.88,16.49,8.24
129025,FALSE,A,2025-08-05,216.6,21.66,10.83
149997,FALSE,B,2025-09-20,189.49,18.95,9.47
121617,FALSE,C,2025-08-03,193.76,19.38,9.69
131037,FALSE,C,2025-08-03,205.57,20.56,10.28
116816,TRUE,C,2025-09-09,385.12,38.51,19.26
149629,FALSE,C,2025-09-18,194.58,19.46,9.73
146093,FALSE,C,2025-09-21,163.64,16.36,8.18
133739,FALSE,A,2025-08-24,161.91,16.19,8.1
120532,FALSE,B,2025-08-19,234.11,23.41,11.71
111418,FALSE,A,2025-08-23,173.7,17.37,8.68
119735,FALSE,B,2025-08-22,203.92,20.39,10.2
126072,TRUE,B,2025-09-06,411.25,41.12,20.56
129435,FALSE,B,2025-09-09,245.98,24.6,12.3
101834,FALSE,C,2025-08-03,263.17,26.32,13.16
119869,FALSE,C,2025-09-14,210.21,21.02,10.51
128988,FALSE,A,2025-08-23,204,20.4,10.2
100075,FALSE,C,2025-08-12,188.12,18.81,9.41
146703,FALSE,A,2025-09-18,192.34,19.23,9.62
133662,TRUE,A,2025-08-28,456.46,45.65,22.82
118309,FALSE,B,2025-08-01,188.64,18.86,9.43
140599,FALSE,B,2025-09-16,202.75,20.28,10.14
143002,FALSE,A,2025-09-18,251.06,25.11,12.55
109958,FALSE,A,2025-08-13,212.42,21.24,10.62
101493,FALSE,A,2025-08-15,154.65,15.47,7.73
107198,FALSE,B,2025-08-20,209.2,20.92,10.46
143821,FALSE,B,2025-09-22,231.88,23.19,11.59
115781,TRUE,A,2025-09-12,412.17,41.22,20.61
119183,TRUE,A,2025-08-24,328.12,32.81,16.41
108521,TRUE,B,2025-08-27,453.95,45.4,22.7
138774,FALSE,A,2025-09-28,229.85,22.98,11.49
127120,TRUE,A,2025-08-01,339.78,33.98,16.99
117043,FALSE,C,2025-09-09,188.53,18.85,9.43
111460,TRUE,A,2025-09-06,260.21,26.02,13.01
113339,TRUE,A,2025-08-13,387.02,38.7,19.35
119245,FALSE,A,2025-08-02,204.3,20.43,10.22
116104,FALSE,A,2025-08-25,194.91,19.49,9.75
138170,FALSE,C,2025-09-30,206.39,20.64,10.32
122725,FALSE,B,2025-08-08,196.27,19.63,9.81
129081,TRUE,A,2025-08-01,376.41,37.64,18.82
116145,FALSE,C,2025-08-20,208.93,20.89,10.45
118841,FALSE,A,2025-09-10,198.23,19.82,9.91
135834,FALSE,C,2025-09-08,150.58,15.06,7.53
128913,FALSE,B,2025-09-07,216.96,21.7,10.85
133923,FALSE,A,2025-08-23,172.21,17.22,8.61
120459,FALSE,A,2025-08-20,202.55,20.26,10.13
128573,FALSE,C,2025-08-06,203.22,20.32,10.16
127021,FALSE,A,2025-08-20,209.01,20.9,10.45
129885,TRUE,C,2025-08-31,384.14,38.41,19.21
127638,TRUE,C,2025-08-04,380.25,38.02,19.01
132168,FALSE,C,2025-08-03,174.66,17.47,8.73
125284,FALSE,B,2025-08-10,124.2,12.42,6.21
133627,TRUE,B,2025-08-21,402.75,40.28,20.14
114435,TRUE,B,2025-08-13,303.79,30.38,15.19
110026,FALSE,C,2025-08-03,188.66,18.87,9.43
142064,FALSE,B,2025-09-16,226.17,22.62,11.31
105535,FALSE,A,2025-09-02,219.5,21.95,10.98
136658,FALSE,B,2025-09-07,186.39,18.64,9.32
142882,TRUE,A,2025-09-23,281.7,28.17,14.08
133053,FALSE,C,2025-08-31,162.95,16.29,8.15
100997,TRUE,C,2025-09-07,446.16,44.62,22.31
141379,FALSE,B,2025-09-25,207.96,20.8,10.4
122698,FALSE,A,2025-08-30,230.64,23.06,11.53
124521,TRUE,C,2025-08-08,350.75,35.08,17.54
108658,FALSE,C,2025-09-03,216.82,21.68,10.84
115469,TRUE,B,2025-08-08,372.43,37.24,18.62
143955,FALSE,B,2025-09-26,156.27,15.63,7.81
130699,TRUE,A,2025-09-13,343.5,34.35,17.18
138172,TRUE,A,2025-09-22,445.19,44.52,22.26
121574,TRUE,B,2025-09-02,337.17,33.72,16.86
101236,FALSE,A,2025-09-04,176.46,17.65,8.82
124696,TRUE,C,2025-08-31,395.96,39.6,19.8
139784,FALSE,A,2025-09-28,206.91,20.69,10.35
129401,TRUE,C,2025-08-07,448.4,44.84,22.42
143687,FALSE,B,2025-09-22,200.32,20.03,10.02
139160,FALSE,C,2025-09-23,201.96,20.2,10.1
110697,TRUE,B,2025-09-14,447.06,44.71,22.35
116098,TRUE,C,2025-08-08,455.64,45.56,22.78
117401,FALSE,C,2025-08-11,243.27,24.33,12.16
146361,FALSE,A,2025-09-16,195.36,19.54,9.77
128920,FALSE,B,2025-09-03,186.04,18.6,9.3
136211,FALSE,A,2025-09-11,236.66,23.67,11.83
132412,FALSE,C,2025-08-18,194.71,19.47,9.74
103653,TRUE,A,2025-08-05,380.62,38.06,19.03
146371,FALSE,A,2025-09-17,224.15,22.42,11.21
104665,TRUE,A,2025-08-11,479.21,47.92,23.96
114818,FALSE,B,2025-09-02,176.92,17.69,8.85
121797,FALSE,A,2025-08-25,202.78,20.28,10.14
131103,TRUE,C,2025-08-19,395.56,39.56,19.78
133442,TRUE,C,2025-09-04,482.22,48.22,24.11
126609,FALSE,A,2025-09-11,199.77,19.98,9.99
138941,TRUE,A,2025-09-15,381.67,38.17,19.08
138432,FALSE,B,2025-09-18,191.13,19.11,9.56
139964,FALSE,B,2025-09-25,179.37,17.94,8.97
111374,FALSE,A,2025-08-30,220.56,22.06,11.03
121685,TRUE,A,2025-08-20,414.88,41.49,20.74
129221,FALSE,B,2025-08-02,198.94,19.89,9.95
135994,FALSE,B,2025-08-09,164.96,16.5,8.25
102571,TRUE,C,2025-08-20,376.53,37.65,18.83
142302,FALSE,B,2025-09-18,216.11,21.61,10.81
111641,FALSE,B,2025-09-01,186.5,18.65,9.33
146337,FALSE,B,2025-09-19,189.48,18.95,9.47
104792,TRUE,C,2025-08-18,411.54,41.15,20.58
110101,FALSE,C,2025-08-10,170.57,17.06,8.53
115192,FALSE,C,2025-08-31,175.79,17.58,8.79
145295,FALSE,A,2025-09-20,181.72,18.17,9.09
113308,FALSE,B,2025-09-10,181.22,18.12,9.06
130272,TRUE,A,2025-09-10,370.16,37.02,18.51
135802,FALSE,C,2025-08-21,191.21,19.12,9.56
123297,TRUE,B,2025-08-06,410.19,41.02,20.51
149497,FALSE,A,2025-09-29,164.04,16.4,8.2
129169,FALSE,A,2025-08-04,218.69,21.87,10.93
143203,FALSE,C,2025-09-22,127.33,12.73,6.37
142174,FALSE,C,2025-09-18,233.9,23.39,11.7
133625,FALSE,C,2025-08-31,218.65,21.86,10.93
148134,FALSE,B,2025-09-28,196.79,19.68,9.84
108490,TRUE,A,2025-09-14,419.09,41.91,20.95
110033,FALSE,A,2025-09-13,228.04,22.8,11.4
116683,TRUE,A,2025-09-01,406.71,40.67,20.34
139832,FALSE,B,2025-09-29,192.4,19.24,9.62
123514,TRUE,C,2025-08-28,453.15,45.32,22.66
147343,FALSE,C,2025-09-29,195.32,19.53,9.77
119269,TRUE,C,2025-08-07,388.66,38.87,19.43
120815,FALSE,C,2025-08-08,212.87,21.29,10.64
100320,TRUE,B,2025-08-02,293.85,29.39,14.69
118658,FALSE,A,2025-08-26,236.39,23.64,11.82
133519,TRUE,C,2025-08-20,407.68,40.77,20.38
135772,TRUE,C,2025-08-31,406.72,40.67,20.34
133971,FALSE,A,2025-08-20,205.69,20.57,10.28
116274,FALSE,A,2025-08-04,188.82,18.88,9.44
117652,FALSE,A,2025-08-16,181.46,18.15,9.07
125229,TRUE,C,2025-09-06,442.75,44.28,22.14
106038,FALSE,A,2025-09-02,197.67,19.77,9.88
111073,TRUE,B,2025-09-09,441.06,44.11,22.05
111566,FALSE,A,2025-08-07,176.45,17.64,8.82
130696,TRUE,C,2025-09-14,402.59,40.26,20.13
111440,FALSE,B,2025-08-10,203.39,20.34,10.17
108356,FALSE,C,2025-09-04,198.39,19.84,9.92
119277,TRUE,A,2025-08-06,445.82,44.58,22.29
128983,FALSE,B,2025-09-03,216.7,21.67,10.84
105405,FALSE,C,2025-08-26,173.09,17.31,8.65
148581,TRUE,A,2025-09-23,381.12,38.11,19.06
146451,FALSE,B,2025-09-27,185.16,18.52,9.26
147798,TRUE,C,2025-09-26,365.12,36.51,18.26
135596,FALSE,C,2025-08-17,202,20.2,10.1
129938,FALSE,A,2025-09-02,223.3,22.33,11.16
116107,FALSE,C,2025-08-02,190.45,19.04,9.52
110665,FALSE,C,2025-08-02,198.4,19.84,9.92
131883,FALSE,A,2025-08-03,229.24,22.92,11.46
137566,FALSE,A,2025-09-15,193.79,19.38,9.69
145959,FALSE,B,2025-09-26,215.68,21.57,10.78
126557,FALSE,A,2025-08-27,165.19,16.52,8.26
141531,FALSE,B,2025-09-27,189.87,18.99,9.49
134019,FALSE,A,2025-09-01,195.5,19.55,9.78
109472,FALSE,A,2025-08-17,193.14,19.31,9.66
119732,FALSE,A,2025-08-08,229.25,22.92,11.46
133803,FALSE,C,2025-08-13,175.44,17.54,8.77
137049,FALSE,C,2025-09-04,194.5,19.45,9.73
136246,FALSE,C,2025-08-12,235.69,23.57,11.78
143952,FALSE,B,2025-09-18,205.96,20.6,10.3
123303,TRUE,A,2025-09-01,432,43.2,21.6
127450,TRUE,B,2025-09-06,469.24,46.92,23.46
149187,FALSE,C,2025-09-21,208.81,20.88,10.44
122058,FALSE,A,2025-08-27,223.99,22.4,11.2
125138,FALSE,C,2025-08-01,202.61,20.26,10.13
135840,FALSE,C,2025-08-07,168.76,16.88,8.44
115238,TRUE,C,2025-08-28,457.56,45.76,22.88
116667,TRUE,B,2025-09-05,475.59,47.56,23.78
147029,FALSE,B,2025-09-28,227.92,22.79,11.4
138733,FALSE,C,2025-09-24,220.69,22.07,11.03
107266,FALSE,A,2025-08-04,173.4,17.34,8.67
136580,TRUE,B,2025-09-03,403.44,40.34,20.17
112506,FALSE,A,2025-08-05,190.3,19.03,9.52
129318,TRUE,C,2025-08-06,294.53,29.45,14.73
114442,FALSE,A,2025-08-14,158.82,15.88,7.94
148516,FALSE,C,2025-09-23,195.94,19.59,9.8
121152,TRUE,B,2025-08-07,327.34,32.73,16.37
100152,FALSE,C,2025-08-12,216.33,21.63,10.82
118889,FALSE,C,2025-08-06,247.92,24.79,12.4
112646,TRUE,C,2025-08-10,389.22,38.92,19.46
100395,FALSE,A,2025-08-08,207.32,20.73,10.37
149413,FALSE,C,2025-09-26,173.29,17.33,8.66
138345,FALSE,A,2025-09-26,206.04,20.6,10.3
102208,TRUE,A,2025-09-07,373.46,37.35,18.67
142505,FALSE,C,2025-09-27,187.58,18.76,9.38
105455,FALSE,C,2025-08-15,206.12,20.61,10.31
116534,TRUE,B,2025-08-16,358.56,35.86,17.93
108997,TRUE,A,2025-08-22,368.53,36.85,18.43
107895,TRUE,C,2025-08-11,456.79,45.68,22.84
103466,TRUE,B,2025-09-06,424.51,42.45,21.23
140627,FALSE,B,2025-09-15,180.56,18.06,9.03
100512,TRUE,A,2025-09-03,320.4,32.04,16.02
117701,FALSE,A,2025-08-07,210.1,21.01,10.5
147490,FALSE,C,2025-09-30,176.13,17.61,8.81
113856,FALSE,A,2025-08-13,190.5,19.05,9.52
117810,FALSE,B,2025-08-04,237.81,23.78,11.89
115930,FALSE,A,2025-08-02,194.08,19.41,9.7
104971,TRUE,B,2025-09-05,401.92,40.19,20.1
135644,FALSE,C,2025-09-05,243.46,24.35,12.17
132414,FALSE,C,2025-09-08,202.89,20.29,10.14
126290,TRUE,A,2025-08-16,414.64,41.46,20.73
145052,FALSE,A,2025-09-27,206.46,20.65,10.32
141478,FALSE,C,2025-09-26,210.06,21.01,10.5
139780,FALSE,C,2025-09-15,158.68,15.87,7.93
138004,FALSE,A,2025-09-16,211.49,21.15,10.57
126674,FALSE,B,2025-08-29,196.71,19.67,9.84
145114,FALSE,A,2025-09-28,155.14,15.51,7.76
138044,FALSE,A,2025-09-22,196.67,19.67,9.83
122438,FALSE,B,2025-08-16,192.98,19.3,9.65
149874,FALSE,C,2025-09-26,216.6,21.66,10.83
103655,TRUE,A,2025-08-22,419.56,41.96,20.98
130491,FALSE,A,2025-09-01,168.14,16.81,8.41
104334,FALSE,C,2025-08-03,201.2,20.12,10.06
100212,FALSE,A,2025-08-07,249.54,24.95,12.48
115146,FALSE,B,2025-08-20,180.28,18.03,9.01
103386,FALSE,C,2025-08-26,197.49,19.75,9.87
126676,TRUE,A,2025-09-13,318.95,31.9,15.95
126324,FALSE,A,2025-09-12,188.62,18.86,9.43
115561,FALSE,A,2025-08-16,226.93,22.69,11.35
120030,FALSE,A,2025-09-14,225.85,22.58,11.29
110917,FALSE,C,2025-08-31,192.47,19.25,9.62
121515,TRUE,C,2025-08-18,453.89,45.39,22.69
121562,FALSE,C,2025-08-28,169.91,16.99,8.5
140001,FALSE,A,2025-09-30,236.99,23.7,11.85
149872,FALSE,C,2025-09-29,231.17,23.12,11.56
137005,FALSE,B,2025-08-29,136.94,13.69,6.85
132184,FALSE,C,2025-08-29,220.69,22.07,11.03
134248,FALSE,A,2025-09-06,223.09,22.31,11.15
117610,TRUE,B,2025-08-04,332.29,33.23,16.61
111390,FALSE,C,2025-08-20,188.97,18.9,9.45
103871,TRUE,B,2025-08-27,359.49,35.95,17.97
138120,FALSE,B,2025-09-21,230.83,23.08,11.54
136779,FALSE,A,2025-09-13,199.8,19.98,9.99
119741,TRUE,A,2025-09-01,483.13,48.31,24.16
110139,TRUE,C,2025-09-10,352.63,35.26,17.63
131016,FALSE,B,2025-08-05,219.19,21.92,10.96
108713,TRUE,B,2025-08-05,478.96,47.9,23.95
148920,FALSE,C,2025-09-23,169.63,16.96,8.48
123900,TRUE,B,2025-08-16,414.47,41.45,20.72
128041,TRUE,A,2025-09-02,364.59,36.46,18.23
129974,FALSE,C,2025-08-30,239.85,23.98,11.99
104234,FALSE,A,2025-08-26,146.98,14.7,7.35
123756,TRUE,A,2025-08-12,355.51,35.55,17.78
105460,FALSE,A,2025-08-20,193.07,19.31,9.65
129119,TRUE,A,2025-08-18,412.43,41.24,20.62
